메뉴 이름,방법 분류,국가 분류,테마 분류,난이도 분류,주재료 이름,조리시간
콩나물해물겨자무침,"['나물', '생채', '샐러드']",한식,반찬,보통,"['콩나물 100g', '해파리 100g', '오징어 1/4마리']",54
간장게장,"['밑반찬', '김치']",한식,반찬,보통,['꽃게 2마리'],57
갓김치,"['밑반찬', '김치']",한식,반찬,보통,['갓 2단'],58
고추장아찌,"['밑반찬', '김치']",한식,반찬,보통,['청고추 600g'],41
굴깍두기,"['밑반찬', '김치']",한식,반찬,보통,"['무 2개', '굴 1컵']",55
꽃게장무침,"['밑반찬', '김치']",한식,반찬,보통,['꽃게 2마리'],45
꽈리고추마른새우볶음,"['밑반찬', '김치']",한식,반찬,보통,"['꽈리고추 50g', '마른새우 100g']",47
나박김치,"['밑반찬', '김치']",한식,반찬,보통,"['배추 1/2포기', '미나리 30g', '홍고추 2개']",56
달래장김치,"['밑반찬', '김치']",한식,반찬,보통,['달래 500g'],36
돌나물김치,"['밑반찬', '김치']",한식,반찬,보통,['돌나물 400g'],49
동치미,"['밑반찬', '김치']",한식,반찬,어려움,"['무 10개', '고추(삭힌것) 20개', '갓 1/2단']",65
동치미,"['밑반찬', '김치']",한식,반찬,보통,"['무 10개', '실파 1/2단']",52
두릅김치,"['밑반찬', '김치']",한식,반찬,보통,['두릅 20줄기'],53
두부장아찌,"['밑반찬', '김치']",한식,반찬,보통,['두부 1모'],44
명란젓,"['밑반찬', '김치']",한식,반찬,보통,['명란젓 600g'],42
배추밤김치,"['밑반찬', '김치']",한식,반찬,보통,"['배추 1포기', '실파 1/2단']",50
백김치,"['밑반찬', '김치']",한식,반찬,보통,['배추 5포기'],55
부추김치,"['밑반찬', '김치']",한식,반찬,보통,['부추 4단'],40
어리굴젓,"['밑반찬', '김치']",한식,반찬,보통,['굴 400g'],44
얼갈이열무물김치,"['밑반찬', '김치']",한식,반찬,어려움,"['열무 250g', '얼갈이배추 250g']",63
열무김치,"['밑반찬', '김치']",한식,반찬,보통,"['열무 2단', '풋배추 1단']",59
오이소박이,"['밑반찬', '김치']",한식,반찬,보통,"['오이 10개', '부추 1단']",51
오이지장아찌무침,"['밑반찬', '김치']",한식,반찬,보통,['오이 10개'],50
오징어섞박지,"['밑반찬', '김치']",한식,반찬,보통,['갑오징어 300g'],44
우엉조림,"['밑반찬', '김치']",한식,반찬,보통,['우엉 400g'],52
채소간장장아찌,"['밑반찬', '김치']",한식,반찬,어려움,"['오이 2개', '양파 2개', '홍고추 2개', '청양고추 2개']",64
총각김치,"['밑반찬', '김치']",한식,반찬,보통,['총각무 1단'],46
통배추김치,"['밑반찬', '김치']",한식,반찬,어려움,"['배추 10포기', '무 1개', '갓 1/2단', '미나리 1단', '멸치젓 2컵']",73
파김치,"['밑반찬', '김치']",한식,반찬,보통,['실파 2단'],38
해물김치,"['밑반찬', '김치']",한식,반찬,어려움,"['배추 3포기', '생태 2마리', '오징어 2마리']",60
간장떡볶이,"['도시락', '간식']",한식,메인요리,보통,['떡볶이떡 300g'],52
고구마강정,"['도시락', '간식']",한식,반찬,보통,"['고구마 2개', '건포도 10g', '호박씨 10g']",48
딸기찹쌀볼맛탕,"['도시락', '간식']",한식,반찬,어려움,"['딸기 12개', '찹쌀가루 3컵', '식초 3큰술']",66
떡볶이,"['도시락', '간식']",한식,메인요리,보통,['가래떡 1줄'],48
참치주먹밥,"['도시락', '간식']",한식,메인요리,어려움,"['참치(캔) 1캔', '김 1/3장', '밥 3공기']",72
밤초와대추초,['후식'],한식,간식,보통,"['밤 30개', '대추 20알']",44
은행탕,['후식'],한식,간식,보통,['은행 50g'],43
인삼마른정과,['후식'],한식,간식,보통,['수삼 10뿌리'],38
매실청,['양념장'],한식,반찬,보통,"['매실 3kg', '설탕 4kg']",38
각색경단,"['떡', '한과']",한식,간식,보통,['찹쌀 5컵'],54
건포도찹쌀단자,"['떡', '한과']",한식,간식,어려움,"['[반죽] 찹쌀가루 75g', '멥쌀가루 21g', '[소] 동부 50g', '백앙금 50g', '건포도 35g', '분태땅콩 20g', '설탕 15g']",75
꽃부꾸미,"['떡', '한과']",한식,간식,어려움,['찹쌀 4컵'],62
단호박떡케이크,"['떡', '한과']",한식,간식,어려움,"['멥쌀가루 400g', '단호박 1/8개']",70
땅콩강정,"['떡', '한과']",한식,간식,보통,"['쌀 5컵', '땅콩 1컵']",51
떡케이크,"['떡', '한과']",한식,간식,보통,"['멥쌀가루 2와1/2컵', '물 4큰술']",51
레인보우설기,"['떡', '한과']",한식,간식,보통,['쌀가루 3컵'],37
색색단자,"['떡', '한과']",한식,간식,어려움,"['찹쌀가루 2컵', '대추 10개', '밤 5개', '곶감 2개']",69
송편,"['떡', '한과']",한식,간식,어려움,"['멥쌀 2되', '소금 2큰술', '쑥 300g', '대추 10알', '솔잎 약간']",74
쑥갠떡,"['떡', '한과']",한식,간식,보통,['멥쌀 2와1/2컵'],36
약과,"['떡', '한과']",한식,간식,보통,['밀가루 1컵'],56
약식케이크,"['떡', '한과']",한식,간식,어려움,['찹쌀(1컵=200g) 5컵'],63
인절미,"['떡', '한과']",한식,간식,보통,['찹쌀 400g'],46
찐빵,"['빵', '과자']",한식,간식,어려움,"['강력분 270g', '박력분 30g', '드라이이스트 1작은술', '설탕 1큰술', '소금 1작은술', '베이킹파우더 1작은술', '물 130g', '팥 200g']",83
식혜,['음료'],한식,간식,보통,"['엿기름 4컵', '멥쌀 5컵']",48
유자화채,['음료'],한식,간식,보통,"['유자 1개', '배 1/4개']",44
감자국수,"['만두', '면류']",한식,메인요리,어려움,"['감자 300g', '밀가루(강력분) 210g', '계란노른자 1개']",66
김치메밀묵장국,"['만두', '면류']",한식,메인요리,보통,"['메밀묵 1모', '김치 200g', '쇠고기(갈은것) 80g']",59
냉면,"['만두', '면류']",한식,메인요리,어려움,"['냉면 400g', '동치미국물 1개', '쇠고기육수 4컵']",62
냉콩국수,"['만두', '면류']",한식,메인요리,보통,"['국수(밀로만든국수) 300g', '흰콩 1컵', '흰깨 2큰술']",49
녹차콩국수,"['만두', '면류']",한식,메인요리,보통,"['메주콩 500g', '녹차국수 200g', '물 1컵']",56
닭칼국수,"['만두', '면류']",한식,메인요리,어려움,"['밀가루 2컵', '날콩가루 1/2컵', '닭고기 1마리', '바지락 150g', '소금 약간']",69
동치미막국수,"['만두', '면류']",한식,메인요리,보통,"['국수 400g', '쇠고기 100g', '동치미무 1/4개']",54
떡만두국,"['만두', '면류']",한식,메인요리,어려움,"['떡국떡 50g', '만두피 12장', '다진돼지고기(뒷다리) 100g', '배추김치 100g', '숙주 50g', '두부 1모', '파 1/3뿌리']",81
뚝배기짬뽕라면,"['만두', '면류']",한식,메인요리,보통,"['라면 2개', '홍합 10개', '오징어 1/2 마리']",56
만둣국,"['만두', '면류']",한식,메인요리,어려움,"['김치 1/2포기', '숙주 150g', '만두피 40장', '쇠고기 40g']",67
바지락수제비,"['만두', '면류']",한식,메인요리,어려움,"['밀가루 1컵', '소금 1/3작은술', '식용유 약간', '바지락 100g']",62
버섯만두전골,"['만두', '면류']",한식,메인요리,어려움,"['만두피 12장', '돼기고기 100g', '두부 1모', '숙주 100g', '느타리버섯 100g', '표고버섯 4장', '후춧가루 약간']",80
버섯매운탕,"['만두', '면류']",한식,메인요리,어려움,"['표고버섯 20g', '느타리버섯 30g', '송이버섯 30g', '쇠고기(불고기) 30g', '칼국수 50g']",67
비빔냉면,"['만두', '면류']",한식,메인요리,어려움,"['냉면 300g', '계란 1개', '방울토마토 2개', '샐러드채소 약간']",67
삼색수제비,"['만두', '면류']",한식,메인요리,보통,"['밀가루 3컵', '시금치즙 6큰술', '당근즙 6큰술']",58
열무김치냉면,"['만두', '면류']",한식,메인요리,보통,"['열무 1/2단', '냉면 500g']",51
잔치국수,"['만두', '면류']",한식,메인요리,어려움,"['육수 500ml', '소면 300g', '팽이버섯 50g']",62
잔치국수,"['만두', '면류']",한식,메인요리,어려움,"['소면 100g', '호박 1/4개', '당근 1/4개', '표고버섯 1개', '[육수] 국물용멸치 한줌', '물 4~6컵', '다시마(10cm x 10cm) 1장', '국간장 약간']",85
잡채,"['만두', '면류']",한식,반찬,어려움,"['당면 100g', '쇠고기(우둔) 100g', '느타리버섯 800g']",62
쫄면,"['만두', '면류']",한식,반찬,보통,['쫄면 120g'],47
참치회무침비빔국수,"['만두', '면류']",한식,메인요리,어려움,"['참치회 300g', '국수 180g']",64
채소비빔소면,"['만두', '면류']",한식,메인요리,어려움,"['소면 2인분', '김치 100g', '오이 1/2개', '양배추 2장', '깻잎 10장', '상추 4장']",65
칡냉면,"['만두', '면류']",한식,메인요리,어려움,"['냉면사리 600g', '양지머리 200g']",65
토란탕수제비,"['만두', '면류']",한식,메인요리,보통,"['토란탕 2컵', '밀가루 1컵']",50
팥칼국수,"['만두', '면류']",한식,메인요리,보통,"['칼국수면 300g', '팥 3컵']",45
해물국시,"['만두', '면류']",한식,메인요리,보통,"['새우 4마리', '바지락 100g', '칼국수 120g']",59
해물잡채,"['만두', '면류']",한식,메인요리,어려움,"['오징어 1마리', '낙지 1마리', '새우(중하) 4마리', '조개살 150g', '당면 50g']",74
회냉면,"['만두', '면류']",한식,메인요리,보통,"['냉면사리 600g', '홍어 1/2마리']",47
감자탕,"['찌개', '전골', '스튜']",한식,메인요리,보통,"['돼지고기(등뼈) 1kg', '감자 4개']",54
강된장찌개,"['찌개', '전골', '스튜']",한식,메인요리,어려움,"['쇠고기(우둔) 30g', '표고버섯 30g', '된장 3큰술']",63
고등어추어탕,"['찌개', '전골', '스튜']",한식,메인요리,어려움,"['고등어 1마리', '배추 20g']",60
고추장북어찌개,"['찌개', '전골', '스튜']",한식,메인요리,보통,['통북어(큰것) 1마리'],48
국수전골,"['찌개', '전골', '스튜']",한식,메인요리,어려움,"['국수 400g', '쇠고기(양지) 200g']",64
김치꽁치조림,"['찌개', '전골', '스튜']",한식,메인요리,보통,"['꽁치통조림 1캔', '김치 300g']",43
꽁치김치찌개,"['찌개', '전골', '스튜']",한식,메인요리,보통,"['김치 1/2포기', '꽁치 1캔']",52
꽃게해물탕,"['찌개', '전골', '스튜']",한식,메인요리,어려움,"['꽃게 2마리', '바지락 30g', '맛살조개 40g', '오징어 1/2마리']",70
낙지전골,"['찌개', '전골', '스튜']",한식,메인요리,어려움,"['낙지 2마리', '새우 60g', '쇠고기(양지) 80g']",76
냉이된장찌개,"['찌개', '전골', '스튜']",한식,메인요리,보통,"['냉이 100g', '모시조개 1컵', '된장 3큰술']",52
달래된장찌개,"['찌개', '전골', '스튜']",한식,메인요리,어려움,"['달래 50g', '두부 1/2모', '말린표고버섯 1장']",62
달래새우찌개,"['찌개', '전골', '스튜']",한식,메인요리,보통,"['달래 100g', '새우 50g']",50
닭고기냄비,"['찌개', '전골', '스튜']",한식,메인요리,어려움,"['닭고기(가슴살) 200g', '배춧잎 2장']",67
돼지고기김치찌개,"['찌개', '전골', '스튜']",한식,메인요리,보통,"['신김치 1/2포기', '돼지고기안심 50g']",53
두부새우젓국찌개,"['찌개', '전골', '스튜']",한식,메인요리,어려움,"['두부 1모', '호박 1/2개']",61
메기매운탕,"['찌개', '전골', '스튜']",한식,메인요리,보통,['메기 1마리'],55
명란젓찌개,"['찌개', '전골', '스튜']",한식,메인요리,보통,['명란 100g'],55
불고기낙지전골,"['찌개', '전골', '스튜']",한식,메인요리,어려움,"['쇠고기(목심) 300g', '낙지 2마리']",62
샤브샤브,"['찌개', '전골', '스튜']",한식,메인요리,어려움,"['쇠고기(제비추리) 400g', '배춧잎 3장', '팽이버섯 1봉', '표고버섯 1장', '느타리버섯 2묶음']",83
쇠고기전골,"['찌개', '전골', '스튜']",한식,메인요리,보통,"['쇠고기(양지) 100g', '목이버섯 5g', '팽이버섯 40g']",54
순두부,"['찌개', '전골', '스튜']",한식,메인요리,보통,['흰콩 2컵'],43
신선로,"['찌개', '전골', '스튜']",한식,메인요리,어려움,"['양지머리 150g', '쇠고기(우둔) 150g', '천엽 50g', '흰살생선 50g']",86
알탕,"['찌개', '전골', '스튜']",한식,메인요리,어려움,"['명란 8개', '쇠고기(우둔) 50g', '무 1/4개']",62
오리고기탕,"['찌개', '전골', '스튜']",한식,메인요리,보통,['오리 600g'],47
우거지된장찌개,"['찌개', '전골', '스튜']",한식,메인요리,어려움,"['우거지 300g', '배춧잎 200g', '된장 4큰술']",65
우럭매운탕,"['찌개', '전골', '스튜']",한식,메인요리,어려움,"['우럭 1마리', '모시조개 200g']",78
임연수쑥완자탕,"['찌개', '전골', '스튜']",한식,메인요리,보통,"['임연수 1마리', '쑥 60g']",46
제탕(육탕),"['찌개', '전골', '스튜']",한식,메인요리,보통,"['쇠고기 400g', '무 1/3개']",46
콩비지찌개,"['찌개', '전골', '스튜']",한식,메인요리,보통,"['흰콩 1과1/2컵', '돼지고기 200g', '배춧잎 4장']",53
해물된장냄비,"['찌개', '전골', '스튜']",한식,메인요리,어려움,"['새우 2마리', '모시조개 5개', '갑오징어 1/4마리', '표고버섯 2장', '생우동 120g']",62
해물매운탕,"['찌개', '전골', '스튜']",한식,메인요리,어려움,"['대하 6마리', '오징어 1/2마리', '미더덕 50g', '바지락 1봉', '꽃게 1마리']",76
해물순두부찌개,"['찌개', '전골', '스튜']",한식,메인요리,보통,"['두부 1팩', '미더덕 약간', '바지락 약간', '잔새우 약간']",58
해물전골,"['찌개', '전골', '스튜']",한식,메인요리,어려움,"['게 2마리', '대하 4마리', '오징어 1마리', '모시조개 20개']",81
해물찌개,"['찌개', '전골', '스튜']",한식,메인요리,어려움,"['쭈꾸미 2마리', '오징어 1/2마리', '새우 8마리', '모시조개 1봉', '홍합 50g']",78
간전,['부침'],한식,메인요리,보통,['쇠간 120g'],47
감자전,['부침'],한식,메인요리,보통,"['감자 4개', '부추 1/4단']",49
고추장떡,['부침'],한식,메인요리,어려움,"['밀가루 2컵', '고추장 1큰술', '된장 1큰술', '부추 50g']",65
녹두전,['부침'],한식,메인요리,어려움,"['녹두 3컵', '멥쌀 2큰술', '돼지고기 150g']",63
닭산적,['부침'],한식,메인요리,어려움,"['닭(안심) 300g', '두부 70g', '청고추 1개', '홍고추 1개']",64
돼지고기채소전,['부침'],한식,메인요리,보통,"['돼지고기 100g', '계란 1개', '당근 20g', '표고버섯 2장', '실파 3뿌리']",59
부추전,['부침'],한식,메인요리,보통,['부추 1단'],47
빈대떡,['부침'],한식,메인요리,어려움,"['녹두 2컵', '돼지고기(안심) 100g', '숙주 100g', '느타리버섯 200g', '석이버섯 4장']",72
삼겹살깻잎전,['부침'],한식,메인요리,보통,"['돼지고기(삼겹살) 200g', '깻잎 9장']",51
삼색전,['부침'],한식,메인요리,보통,"['호박 1개', '대구살 200g', '굴 200g']",56
상치적,['부침'],한식,메인요리,보통,"['달래 2단', '상추 1/2근']",57
새우전,['부침'],한식,메인요리,보통,['새우 15마리'],41
색전병,['부침'],한식,메인요리,어려움,"['밀가루 2와1/2컵', '시금치 1/2단', '비트 1/4개', '치자 2개', '미나리 1/3단']",72
송어채소말이,['부침'],한식,메인요리,보통,['송어(슬라이스) 1마리'],35
오징어풋마늘산적,['부침'],한식,메인요리,보통,"['풋마늘 8뿌리', '갑오징어 2마리']",47
청포묵전,['부침'],한식,메인요리,보통,['청포묵 150g'],48
해물파전,['부침'],한식,메인요리,어려움,"['실파 1단', '굴 1/2컵', '홍합 1/2컵', '조갯살 1/2컵', '밀가루 1컵', '멥쌀 1컵']",68
향신양념해물파전,['부침'],한식,메인요리,어려움,"['조갯살 20g', '새우 40g', '오징어 70g', '쪽파 50g']",81
화양적,['부침'],한식,메인요리,어려움,"['쇠고기(힘줄없는부위) 150g', '표고버섯 3장', '도라지 100g', '당근 1개', '오이 1개']",60
떡샌드위치,"['샌드위치', '햄버거']",한식,간식,어려움,"['멥쌀가루 4컵', '찹쌀가루 2/3컵', '녹차가루 약간']",74
간장떡볶이,['볶음'],한식,간식,보통,"['가래떡 500g', '채썬쇠고기(홍두깨) 300g']",54
개조개쌈장볶음,['볶음'],한식,메인요리,보통,"['개조개 2마리', '쌈장 1/2큰술']",57
낙지볶음,['볶음'],한식,메인요리,보통,['낙지 2마리'],55
닭갈비,['볶음'],한식,메인요리,보통,"['닭(가슴살) 300g', '생강즙 1큰술']",55
돼지고기김치볶음,['볶음'],한식,메인요리,보통,"['김치 1/2포기', '돼지고기(목삼겹) 400g']",41
두부버섯볶음,['볶음'],한식,메인요리,어려움,"['두부 1모', '느타리버섯 1줌', '팽이버섯 1/2봉지']",63
떡잡채,['볶음'],한식,메인요리,보통,"['가래떡(흰색) 400g', '쇠고기 80g']",52
